Prompt	Solution0	Solution1	Label
Láàrọ́rọ́ọ̀ ni mo má ń tójú àwọn ẹran ọ̀sìn mi	Màá kọ́kọ́ gbá ilẹ̀ àyíká wọn ná, lẹ́yìn náà màá kọ́kọ́ bu ẹ̀gẹ́ fún àwọn ẹran, lẹ́yìn náà màá tún tú àwọn adìyẹ jáde kí wọ́n le má rìn kiri, màá wá bu óúnjẹ adìyẹ fún àwọn náà. Màá sì tún bu óúnjẹ ti àwọn tòlótòló náà sọ́tọ̀, tí mob á ti bu óúnjẹ gbogbo wọn tán màá wá bu omi fún wọn náà.	Màá kọ́kọ́ sun ilẹ̀ àyíká wọn ná, lẹ́yìn náà màá kọ́kọ́ bu ẹ̀gẹ́ fún àwọn ẹran, lẹ́yìn náà màá tún tú àwọn adìyẹ jáde kí wọ́n le má rìn kiri, màá wá bu óúnjẹ adìyẹ fún àwọn náà. Màá sì tún bu óúnjẹ ti àwọn tòlótòló náà sọ́tọ̀, tí mob á ti bu óúnjẹ gbogbo wọn tán màá wá bu omi fún wọn náà.	0
Ìgbàkúgbà tí mo bá fẹ́ fọ àwọn aṣo mi	Màá kọ́kọ́ kó gbogbo ẹ̀ jáde náà, lẹ́yìn náà màá wá má yà wọ́n sọ́tọ̀ ọ̀tọ́, àwọn tó bá jé àwòtẹ́lẹ̀ sójú kan, àwọn èyí tó bá je funfun sójú kan, àwọn tó bá le bó sójú kan, àwọn èyí tí ó bá nípọn gan sójú kan, àti àwọn èyí tí ó bá tóbi gan sójú kan, kí n tó bẹ̀rẹ̀ sí ní má fọ̀ wọ́n.	Màá kọ́kọ́ kó gbogbo ẹ̀ jáde náà, lẹ́yìn náà màá wá má yà wọ́n sọ́tọ̀ ọ̀tọ́, àwọn tó bá jé àbẹ̀tẹ́lẹ̀ sójú kan, àwọn èyí tó bá je funfun sójú kan, àwọn tó bá le bó sójú kan, àwọn èyí tí ó bá nípọn gan sójú kan, àti àwọn èyí tí ó bá tóbi gan sójú kan, kí n tó bẹ̀rẹ̀ sí ní má fọ̀ wọ́n.	0
Nígbà tí mo bá ti ṣetán láti sùn nínú yàrà, àwọn ohun tí mo má ń ṣe nìyí	Màá kọ́kọ́ gbọn orí ìbùsùn mi dáadaa ná kí ìdọ̀tí má ba sí lórí ẹ̀, màá wá  gbá ilè inú yàrá mi náà, lẹ́yìn náà màá tẹ́ orí ibùsùn náà dáadaa kí n tó sùn sí orí ẹ̀.	Màá kọ́kọ́ gbọn orí àpótí mi dáadaa ná kí ìdọ̀tí má ba sí lórí ẹ̀, màá wá  gbá ilè inú yàrá mi náà, lẹ́yìn náà màá tẹ́ orí ibùsùn náà dáadaa kí n tó sùn sí orí ẹ̀.	0
Okadà bàbá mi takú lánà a sì nílò láti tún ṣe	Ṣùgbọ́n kò sí ohun tí á ó fi tún ṣe ní àrọ́wọ́tó, a wá ní kí gbìyànjú láti tìí ná bóyá ó má ṣiṣẹ́, bàbá mi jókòó sórí ọ̀kadà náà, èmi sí ń tìí lẹ́yìn kí wọ́n tó finá sí, a ṣe èyí bí èmejì kí ó tó bẹ̀rẹ̀ sí ní ṣiṣẹ́.	Ṣùgbọ́n kò sí ohun tí á ó fi tún ṣe ní àgbegbè, a wá ní kí gbìyànjú láti tìí ná bóyá ó má ṣiṣẹ́, bàbá mi jókòó sórí ọ̀kadà náà, èmi sí ń tìí lẹ́yìn kí wọ́n tó finá sí, a ṣe èyí bí èmejì kí ó tó bẹ̀rẹ̀ sí ní ṣiṣẹ́.	0
Iná èédú ni a fẹ́ dá láti fi dáná óúnjẹ ní àárọ̀ yìí	Mo kọ́kọ́ lọ bú èédú wá lára èyí tí a ní nílé, lẹ́yìn náà mo gbé àdógàn sódọ̀, mo kọ́kọ́ to àwọn èédú ńlá ńlá sẹ́gbẹ̀ ẹ̀gbẹ́, mo wá to àwọn èédú kékéèké sí ààrin, pẹ̀lú ọ̀rá kí ó lè bá jò dáada, lẹ́yìn ti mo tòó tán ni mo wá ṣáná sí.	Mo kọ́kọ́ lọ bú èédú wá lára èyí tí a ní nílé, lẹ́yìn náà mo gbé àdógàn sódọ̀, mo kọ́kọ́ to àwọn èédú ńlá ńlá sẹ́gbẹ̀ ẹ̀gbẹ́, mo wá to àwọn èédú kékéèké sí ààrin, pẹ̀lú igi kí ó lè bá jò dáada, lẹ́yìn ti mo tòó tán ni mo wá ṣáná sí.	0
Tí a bá fẹ́ ran aṣọ fún yàn	A ó kọ́kọ́ wọn ẹni náà, tí a ò bá ti wọn ẹni náà ni á ó tó lè gé aṣọ rẹ̀ sí irú aṣo tí o bá fẹ́, kí a tó wá ṣẹ̀sẹ̀ wá má rán aṣọ ọ̀hún.	A ó kọ́kọ́ wọn ẹni náà, tí a ò bá ti wọn ẹni náà ni á ó tó lè gé aṣọ rẹ̀ sí irú aṣo tí o bá fẹ́, kí a tó wá tètè wá má rán aṣọ ọ̀hún.	0
Ẹ̀mejì lọ́dún ni a má ń tún gbogbo inú ilé ṣe ní ilé mi	Gbogbo inú ilé ni a má ń kọ́kọ́ gbọ̀n náà láti gbọn jànkáriwọ̀ kúrọ̀, á ó sì tún yọ gbogbo àwọn aṣọ ojú fèrèsé àti ti ibi ìlẹ̀kún kúrò láti fọ̀ wọ́n kí á wá tó bẹ̀rẹ̀ sí ní má kó àwọn ẹrù jádé kí á le gbá gbogbo inú ilé àti kí á sì nù ú.	Gbogbo inú ilé ni a má ń kọ́kọ́ gbọ̀n náà láti gbọn ìdọ̀tí kúrọ̀, á ó sì tún yọ gbogbo àwọn aṣọ ojú fèrèsé àti ti ibi ìlẹ̀kún kúrò láti fọ̀ wọ́n kí á wá tó bẹ̀rẹ̀ sí ní má kó àwọn ẹrù jádé kí á le gbá gbogbo inú ilé àti kí á sì nù ú.	0
 Ẹmẹwàá ni mo má ń fọ aṣọ Ọmọṣaléwá	Gbogbo ìgbà tí ó bá ti tọ̀ sára ni mo má ń bọ́ aṣọ rẹ̀ fún ti màá sì tún nílo láti fọ̀ọ́ lójú ẹsẹ̀ nítorípé mi ó ní ìlédìí tí mo lè dè fún, á sì má ké ní ti aṣọ rè bá ti tutù.	Gbogbo ọ̀sẹ̀ tí ó bá ti tọ̀ sára ni mo má ń bọ́ aṣọ rẹ̀ fún ti màá sì tún nílo láti fọ̀ọ́ lójú ẹsẹ̀ nítorípé mi ó ní ìlédìí tí mo lè dè fún, á sì má ké ní ti aṣọ rè bá ti tutù.	0
Tí mo bá ti fẹ́ lo àlùbọ́sà	Mo má ń kọ́ bó èpo ara rẹ̀ kúrò náà, lẹ́yìn náà ni màá wá fi ọ̀bẹ gé sí bí ọ̀nà bí mẹ́rin láti gé sí kékéèké ṣùgbọ́n tí mo bá fẹ́ rẹ́ kí ó tóbi màá gé sí bí ọ̀nà méjì kí n tó má rẹ́ ẹ.	Mo má ń kọ́ bó orí ara rẹ̀ kúrò náà, lẹ́yìn náà ni màá wá fi ọ̀bẹ gé sí bí ọ̀nà bí mẹ́rin láti gé sí kékéèké ṣùgbọ́n tí mo bá fẹ́ rẹ́ kí ó tóbi màá gé sí bí ọ̀nà méjì kí n tó má rẹ́ ẹ.	0
Tí iná èédú tí mob á dá ò bá jò, kíni ó yẹ kí ń ṣe?	Tí iná èédú òhún ò bá jò màá tún èèdú yẹn tò màá sì tún fi orá míràn sì, tí mob á ti rí pé ina ara èédú náà ti kẹ̀ díẹ̀ màá mu abẹ̀bẹ̀ láti fi fẹ́ títí tí yóò fi jò dáada.	Tí iná èédú òhún ò bá jò màá tún èèdú yẹn tò màá sì tún fi orá míràn sì, tí mob á ti rí pé ina ara èédú náà ti kẹ̀ díẹ̀ màá mu ìkólẹ̀ láti fi fẹ́ títí tí yóò fi jò dáada.	0
Lẹ́yìn tí a bá fọ aṣọ tán, ohun tí ó tún kù ni pẹ́	Kí á fi omi tí ó mọ́ ṣan aṣọ náà nù, tí a ba ti ṣàn án tán a ó fún aṣọ náà dáada kí púpọ̀ nínu omi ara aṣọ náà le kúrò, lẹ́yìn náà ni a ó wá ṣẹ̀ṣẹ̀ lọ sá aṣọ náà, èyí tí a bá fé fún a ó gbọ̀n ọ́n dáada kí omi ara rẹ̀ le kúró díẹ̀.	Kí á fi omi tí ó mọ́ ṣan aṣọ náà nù, tí a ba ti ṣàn án tán a ó so aṣọ náà dáada kí púpọ̀ nínu omi ara aṣọ náà le kúrò, lẹ́yìn náà ni a ó wá ṣẹ̀ṣẹ̀ lọ sá aṣọ náà, èyí tí a bá fé fún a ó gbọ̀n ọ́n dáada kí omi ara rẹ̀ le kúró díẹ̀.	0
Òjò ti bẹ̀rẹ̀ sí ní rọ̀ a sì fẹ́ gbẹ omi tí a lè lò sínú ilé 	A ko àwọn ike síta sínú òjò, igbà tí ó se díẹ̀ a wò bóyá omi òhún náà mọ́ ṣùgbọ́n kò mó nítorínáà a dà á nù a sì tún gbé wọn padà sínú òjò, omi ti ọ̀tẹ̀ yìí mọ́ nítorínàá a jẹ́ kí ó kún àwọn ike náà, lẹ́yìn náà ni a bẹ̀rẹ̀ sí ní gbé wọn wọlẹ́.	A ko àwọn ìkòkò síta sínú òjò, igbà tí ó se díẹ̀ a wò bóyá omi òhún náà mọ́ ṣùgbọ́n kò mó nítorínáà a dà á nù a sì tún gbé wọn padà sínú òjò, omi ti ọ̀tẹ̀ yìí mọ́ nítorínàá a jẹ́ kí ó kún àwọn ike náà, lẹ́yìn náà ni a bẹ̀rẹ̀ sí ní gbé wọn wọlẹ́.	0
Ọ̀nà tí èmi má ń gbà láti fi ṣe wàrá nìyìí	Màá kọ́kọ́ lọ ra sóyà ná, lẹ́yìn náà màá lọ̀ọ́, tí mo bá ti lọ̀ọ́ dé màá bu omi sí dáadá, màá sì fi aṣọ sé. Tí mob á ti se èyí tán màá má sèé díẹ̀ díẹ̀ lórí iná tí màá fi mú wàrà rẹ̀ jádé. Màá wá gbé òkúta lé wàrá náà láti fi fún gbogbo omi rẹ̀ jáde, màá fi gbogbo èròjà ti mo fẹ́ sí màá sì má dín.	Màá kọ́kọ́ lọ ra àgbàdo ná, lẹ́yìn náà màá lọ̀ọ́, tí mo bá ti lọ̀ọ́ dé màá bu omi sí dáadá, màá sì fi aṣọ sé. Tí mob á ti se èyí tán màá má sèé díẹ̀ díẹ̀ lórí iná tí màá fi mú wàrà rẹ̀ jádé. Màá wá gbé òkúta lé wàrá náà láti fi fún gbogbo omi rẹ̀ jáde, màá fi gbogbo èròjà ti mo fẹ́ sí màá sì má dín.	0
Mo fẹ́ lọ pa ẹmọ́ nígbó nítorínà	Mi o le fi ọwọ́ mi mú wọn nítorínà mo gbé tàkúté lọ́wọ́, ìgbà tí mo dé inú igbó, mo dẹ tàkúté náà, mo fi èja tí ó ń ta sánsán lé lórí, mo sí gbé tàkúté náà há ibìkan mow á fi ewé díẹ̀ bòó lórí.	Mi o le fi apá mi mú wọn nítorínà mo gbé tàkúté lọ́wọ́, ìgbà tí mo dé inú igbó, mo dẹ tàkúté náà, mo fi èja tí ó ń ta sánsán lé lórí, mo sí gbé tàkúté náà há ibìkan mow á fi ewé díẹ̀ bòó lórí.	0
Ìyá mi ń kọ́ mi bí màá tí màá fi pọ́n móinmóin	Màá kọ́kọ́ mú àwọn ewé ọ̀hún, màá nù wọ́n, màá sì yọ igi ààrin gbogbo wọn kúrò kí n lè rí ká dada. Lẹ́yìn náà màá mú ewé kan tàbí méjì tí ewé náà bá kéré, màá sì bu móin móin díẹ̀ sínú rẹ̀ màá sì pọ́n ewé náà, màá sì fi sínú ìkòkò. 	Màá kọ́kọ́ mú àwọn ewé ọ̀hún, màá nù wọ́n, màá sì yọ igi ààrin gbogbo wọn kúrò kí n lè rí ká dada. Lẹ́yìn náà màá mú ewé kan tàbí méjì tí ewé náà bá kéré, màá sì bu móin móin díẹ̀ sínú rẹ̀ màá sì pọ́n ewé náà, màá sì fi sínú apẹ̀rẹ̀.	0
Bí mo bá fẹ́ lọ aṣọ ohun tí màá ṣe nìyí	Màá wá ibi tó pẹlẹbẹ bí orí tábìlì tí mo lè tẹ́ aṣọ tí ó nípọn díẹ̀ lé lórí, lẹ́yìn náà màá tẹ́ aṣọ tí mo fẹ́ lọ̀ náà síbẹ̀ dáada, màá ti áyọ̀nù mi bọ́na kí ó gbóná màá sì má lọ aṣọ náà.	Màá wá ibi tó pẹlẹbẹ bí orí tábìlì tí mo lè tẹ́ aṣọ tí ó nípọn díẹ̀ lé lórí, lẹ́yìn náà màá tẹ́ aṣọ tí mo fẹ́ lọ̀ náà síbẹ̀ dáada, màá ti fìtílà mi bọ́na kí ó gbóná màá sì má lọ aṣọ náà.	0
Bí mo bá fẹ́ lo maṣínìí láti rán aṣo	Màá kọ́kọ́ nùú náà, màá sì fi epo maṣínìí sí kí ó le má ṣiṣẹ́ dáradárá, màá ti owú àwọ̀ aṣọ tí mo fẹ́ rán bọ̀ gbogbo àwọn ìhò tí ó yẹ lára maṣínì náà, lẹ́yìn náà ni màá tó ṣẹ̀ṣẹ̀ má rán àwọn aṣọ tí mo ti gé kalẹ̀.	Màá kọ́kọ́ nùú náà, màá sì fi oròró maṣínìí sí kí ó le má ṣiṣẹ́ dáradárá, màá ti owú àwọ̀ aṣọ tí mo fẹ́ rán bọ̀ gbogbo àwọn ìhò tí ó yẹ lára maṣínì náà, lẹ́yìn náà ni màá tó ṣẹ̀ṣẹ̀ má rán àwọn aṣọ tí mo ti gé kalẹ̀.	0
Báwo ni a ṣe má ń lu etí fún ọmọ obìnrin?	Bí a bá fẹ́ lu etí fún ọmọ obìnrin, ojo tí a bá bí tàbí bí a ṣe ń bí ló yẹ kí á lutí fún ọmọ náà kí ó má ba dùn ún, bí a bá ṣe bí tán tí àwọn nọ́ọ̀sì bá ń nu ara rẹ̀ ní wọn ó fi yẹtí lu etí fún ọmọ náà.	Bí a bá fẹ́ lu etí fún ọmọ obìnrin, ojo tí a bá bí tàbí bí a ṣe ń bí ló yẹ kí á lutí fún ọmọ náà kí ó má ba dùn ún, bí a bá ṣe bí tán tí àwọn nọ́ọ̀sì bá ń nu ara rẹ̀ ní wọn ó fi tìróò lu etí fún ọmọ náà.	0
Báwo ni a ṣe ń ta àgbàdo?	Bí a bá fé ta àgbàdo, á ó kọ́kọ́ dáná èédú tí á lò, tí ó bá ti kẹ̀ á ó gbé irin kan lé lórí, lẹ́yìn nàá á ò bó èpo àwọn àgbàdo tí a fẹ́ ta náà, á ó fi léná, tí a bá ti rí pé apá kan ti jiná, á ó yí sí apá míràn títí tí gbogbo rẹ̀ yóò fi jiná tán tí a ó sì le jẹ́.	Bí a bá fé ta àgbàdo, á ó kọ́kọ́ dáná èédú tí á lò, tí ó bá ti kẹ̀ á ó gbé irin kan lé lórí, lẹ́yìn nàá á ò bó ẹyìn àwọn àgbàdo tí a fẹ́ ta náà, á ó fi léná, tí a bá ti rí pé apá kan ti jiná, á ó yí sí apá míràn títí tí gbogbo rẹ̀ yóò fi jiná tán tí a ó sì le jẹ́.	0
Tí mo bá ti lọ lọ èlùbọ́ dé ohun tí mo má ń ṣe nípe 	Mo má dàá sínú asẹ́ kan màá wá mu ike míràn àti ajọ̀ màá wá má jọ̀ọ́ sínú ike yẹn títí ti màá fi jọ gbogbo ẹ̀ tán lẹ́kàn náà, màá wá ṣí sílẹ̀ kí o le tutù kí n tó dé kí n sì gbé wọlẹ́. Mo fẹ́ràn kí n má jọ èlùbọ́ mi bí mo bá ṣe lọ̀ọ́ dé.	Mo má dàá sínú asẹ́ kan màá wá mu ike míràn àti ajọ̀ màá wá má jọ̀ọ́ sínú ike yẹn títí ti màá fi jọ gbogbo ẹ̀ tán lẹ́kàn náà, màá wá ṣí sílẹ̀ kí o le tutù kí n tó dé kí n sì gbé wọlẹ́. Mo fẹ́ràn kí n má jọ èlùbọ́ mi bí mo bá ṣe lọ̀ọ́ dé.	0
Mo fẹ́ mu ewúro, mi o sì fé kó korò jù, àwọn ohun tí màá ṣe sí nìyí	Mo ma ja gbogbo àwọn igi rè kúrò tí á ku ewé ewúro náà nìkan, màá sí tún wa já àwọn igi tí ó wà ní ààrin ewé ewúrò náà kúrọ̀. Tí mo bá tiṣe èyí tán màá gbo ewé náà ní bí èmejì àbí èmẹta màá sì da omi náà nù kí n tó wá gbó lẹ́kàn sí tí ó jẹ́ èyí tí mo má mu. Bí màá ṣe sé tí ò fi ní korò jù nìyẹn.	Mo ma ja gbogbo àwọn igi rè kúrò tí á ku ewé ewúro náà nìkan, màá sí tún wa já àwọn igi tí ó wà ní ààrin ewé ewúrò náà kúrọ̀. Tí mo bá tito èyí tán màá gbo ewé náà ní bí èmejì àbí èmẹta màá sì da omi náà nù kí n tó wá gbó lẹ́kàn sí tí ó jẹ́ èyí tí mo má mu. Bí màá ṣe sé tí ò fi ní korò jù nìyẹn.	0
Tí mo bá fẹ́ fi maṣínìí ìfọsọ fọ aṣọ mi	Mo gbọdọ̀ rí pé iná wà kí n tó le lò, tí iná bá wàá màá tìí bọná, lẹ́yìn náà màá bu omi díẹ̀ sínú rẹ̀ màá sì fi ọṣẹ náà sí, màá wá kó àwọn aṣọ tí mo fẹ́ fọ̀ níwọ̀nba sínu rẹ̀ màá sì tan iná sí. Tí ó bá ti fọ̀ọ́ tán màá kó jáde, màá tú omi ọṣẹ yẹn jáde, màá sì bu omi míràn sí tí yóò fi ṣàn án nù fún mi.	Mo gbọdọ̀ rí pé iná wà kí n tó le lò, tí iná bá wàá màá tìí bọná, lẹ́yìn náà màá bu epo díẹ̀ sínú rẹ̀ màá sì fi ọṣẹ náà sí, màá wá kó àwọn aṣọ tí mo fẹ́ fọ̀ níwọ̀nba sínu rẹ̀ màá sì tan iná sí. Tí ó bá ti fọ̀ọ́ tán màá kó jáde, màá tú omi ọṣẹ yẹn jáde, màá sì bu omi míràn sí tí yóò fi ṣàn án nù fún mi.	0
Tí mo bá ti rí pé àwọn aṣọ tí mo fọ̀ bá ti gbẹ	Mo má lọ ká níbi tí mo sá sí, màá sì kó wólé, tí mob á ti kó wọlé, màá rí pé mo ka gbogbo rẹ̀ dáadá léyọkọ̀kan, lẹ́yìn náà má lọ ko gbogbo rẹ̀ sínú àpamó tí o yẹ.	Mo má lọ ká níbi tí mo sá sí, màá sì kó wólé, tí mo bá ti kó wọlé, màá rí pé mo tú gbogbo rẹ̀ dáadá léyọkọ̀kan, lẹ́yìn náà má lọ ko gbogbo rẹ̀ sínú àpamó tí o yẹ.	0
Kíni a má ń lò láti fi fa ìlà sí aṣọ tí a bá fẹ́ gé?	Ẹfun ni ó yẹ kí á má lò lá láti fi fa ìlà sí orí aṣo tí a bá fẹ́ gẹ́ nítorí pé ohun ni ò ní dá pọ̣́n ni orí aṣo, a sì tún le gbọ̀n ọ́n tàbí nùú kúrò ni ori aṣo lẹ́yìn tí a bá ṣetán.	Gègé  ni ó yẹ kí á má lò lá láti fi fa ìlà sí orí aṣo tí a bá fẹ́ gẹ́ nítorí pé ohun ni ò ní dá pọ̣́n ni orí aṣo, a sì tún le gbọ̀n ọ́n tàbí nùú kúrò ni ori aṣo lẹ́yìn tí a bá ṣetán.	0
 Mo fẹ́ má po àwọn èròjà àkàrà òyìnbó yìí tí mo má ń ṣe  ní kíákíá nítórínàá	Mi ò ní má fi ọwọ pò ó mó, tí mo bá ti da gbogbo àwọn èròjà tí mo níló sínú ike kan, màá wá lo èrọ tí ó má bámi pò ó fúnra rẹ̀ láti fi pò ó kí ó le yá ní kíákíá.	Mi ò ní má fi ọwọ pò ó mó, tí mo bá ti da gbogbo àwọn ẹfun tí mo níló sínú ike kan, màá wá lo èrọ tí ó má bámi pò ó fúnra rẹ̀ láti fi pò ó kí ó le yá ní kíákíá.	0
Tólání ń dín àkàrà lówó ó sì gbọdọ̀ wà níbẹ̀ 	Nítorípé ó gbọdọ̀ má wo àkàrà ná lórèkórè, tí ó bá ti bu àkàrà náà síná, á jẹ́ kí ẹ̀gbẹ́ yẹn jiná, lẹ́yìn náà, á yí sí ègbẹ́ kejì, tí ẹ̀gbẹ́ kejì náà bá ti jiná, á wàá kúrò lórí iná kí ó má ba jóná á sì bu òmí sí orí iná títí tí yó fi dín gbogbo ẹ̀ tán.	Nítorípé ó gbọdọ̀ má wo àkàrà ná lórèkórè, tí ó bá ti bu àkàrà náà síná, á jẹ́ kí ẹ̀gbẹ́ yẹn jiná, lẹ́yìn náà, á yí sí ègbẹ́ kejì, tí ẹ̀gbẹ́ kejì náà bá ti jiná, á wàá kúrò lórí iná kí ó má ba dúdú á sì bu òmí sí orí iná títí tí yó fi dín gbogbo ẹ̀ tán.	0
Mo ṣèsì da omi púpọ̀ sílẹ̀ ní yàrá tí mo wà, mo sì nílò láti nù	Mo wá lo mu inúlẹ̀ àti ike kán láti fi nù ú, tí mob á ti fi ìnúlẹ yẹn nu omi náà tí omi bá ti kún ara rẹ̀ màá mu ìnulẹ̀ náà màá sì fún, omi yẹn sínú ike, màá tún fi ìnulè náà nu omi yẹn, bí màá ṣe ṣe nu tí màá fi nu omi yẹn tán.	Mo wá lo mu inúlẹ̀ àti ìkólẹ̀ kán láti fi nù ú, tí mob á ti fi ìnúlẹ yẹn nu omi náà tí omi bá ti kún ara rẹ̀ màá mu ìnulẹ̀ náà màá sì fún, omi yẹn sínú ike, màá tún fi ìnulè náà nu omi yẹn, bí màá ṣe ṣe nu tí màá fi nu omi yẹn tán.	0
Nígbà tí mob á ń fọ eyín mo má ń rí pé	Mo mu ọwọ́ lọ sí ibi gbogbo kọ̀rẹ̀kẹ́ eyín láti fi fọ gbogbo ibẹ̀ dáadaa pẹ̀lú ìfọyín tori àwọn óúnjẹ tí á ń jẹ ìdọ̀tí má ń sá síbẹ̀ náà.	Mo mu apá lọ sí ibi gbogbo kọ̀rẹ̀kẹ́ eyín láti fi fọ gbogbo ibẹ̀ dáadaa pẹ̀lú ìfọyín tori àwọn óúnjẹ tí á ń jẹ ìdọ̀tí má ń sá síbẹ̀ náà.	0
Bàámi ní kí ń lọ ro oko ìwájú ilé wa	Nítorí kò sí ọkọ́ tí mo le lò, ọwọ́ ni mo bẹ̀rẹ̀ sí ní lò láti fa àwọn koríko náà tu kò sì lẹ jù láti fà tu, bi mo ṣe ń fi ọwọ́ fà wọ́n ni wọ́n ṣe ń tu jáde títí mo fi ṣe tán.	Nítorí kò sí àdá tí mo le lò, ọwọ́ ni mo bẹ̀rẹ̀ sí ní lò láti fa àwọn koríko náà tu kò sì lẹ jù láti fà tu, bi mo ṣe ń fi ọwọ́ fà wọ́n ni wọ́n ṣe ń tu jáde títí mo fi ṣe tán.	0
Mo fẹ́ fi okùn so àpò náà lẹ́nu ṣùgbọ́n àpò òhún ti kún jù	Ọgbọ́n tí mow á dá sí nìyí, mo lu àpò náà ní enu lọ, mow á bẹ̀rẹ̀ sí ní ti okùn náà bọ inú àwọn yẹn títí mo fi ṣetán, nígbà náà ni mó wá mú okùn yẹn mow á só dáadaa.	Ọgbọ́n tí mow á dá sí nìyí, mo lu àpò náà ní enu lọ, mow á bẹ̀rẹ̀ sí ní ti aṣọ náà bọ inú àwọn yẹn títí mo fi ṣetán, nígbà náà ni mó wá mú okùn yẹn mow á só dáadaa.	0
Mo nílò láti pín ẹlẹ́rìndòdò tí ègbọ́n wa múbọ̀ fún wa	Kí ó sì má ba sí ìyànjẹ, mo kọ́kọ́ to àwọn ife tí mo má pín sí kalè, mow á mú ife míràn tí màá fi ṣe òdiwọ̀n, òhun ni mo wá ń kọ́kọ́ dà sí kí ń tó má dà wọ́n sínú àwọn ife tí á ó ti mú gangan.	Kí ó sì má ba sí ìyànjẹ, mo kọ́kọ́ to àwọn ife tí mo má pín sí kalè, mow á mú ife míràn tí màá fi ṣe dédé, òhun ni mo wá ń kọ́kọ́ dà sí kí ń tó má dà wọ́n sínú àwọn ife tí á ó ti mú gangan.	0
Rọ́mọkẹ́ fẹ́ tu ìyé adiẹ tí a pa nísìsiyìí	Á kọ́kọ́ gbé omi tí yó lò kaná náà, tí omi náà bá ti hó, á mú ike kan á fi adiẹ náà síbẹ̀, á sì da omi ńgbónà náà lé lórí, lẹ́yìn náà á bẹ̀rẹ̀ sí ní má fi ọwọ́ tu ìyẹ́ adiẹ náà ní kíákíá kí omi náà tó tutu.	Á kọ́kọ́ gbé oyin tí yó lò kaná náà, tí omi náà bá ti hó, á mú ike kan á fi adiẹ náà síbẹ̀, á sì da omi ńgbónà náà lé lórí, lẹ́yìn náà á bẹ̀rẹ̀ sí ní má fi ọwọ́ tu ìyẹ́ adiẹ náà ní kíákíá kí omi náà tó tutu.	0
Mo fẹ́ rẹ́ ẹ̀fọ́ tí a fẹ́ jẹ lọ́sàn-án yìí, báyìí ni ma ṣe rẹ́.	Màá má mú àwọn ẹ̀fọ́ yẹn lẹ́yọkọ̀kan, mo máa máa já àwọn ẹ̀gún àti ìdọ̀tí ara rẹ̀, màá sì má tò wọ́n sọ́wọ́, tí ó bá tí pọ̀ lọ́wọ́ mi diẹ̀, màá wá fi ọ̀bẹ rẹ́ sí kékéèké sínú ike kan.	‎Màá má mú àwọn ẹ̀fọ́ yẹn lẹ́yọkọ̀kan, mo máa máa já àwọn ẹ̀gún àti ìdọ̀tí ara rẹ̀, màá sì má tò wọ́n sọ́wọ́, tí ó bá tí pọ̀ lọ́wọ́ mi diẹ̀, màá wá fi ọ̀bẹ rẹ́ sí kékéèké sínú ibi kan	0
Bí mo bá fẹ́ se eyin díndín jẹ	Màá mú ẹyin náà màá sì fó, màá fi iyọ̀ àti ata sí màá sì pò ó pọ̀ dáadaa. Màá gbé ìkòkò kaná, màá da òróró sí, tí ó bá ti gbá màá da ẹyin ńà sí màá sì má fi ṣíbí ro títí tí ó má fi jiná dáadaa.	Màá mú ẹyin náà màá sì fó, màá fi edé àti ata sí màá sì pò ó pọ̀ dáadaa. Màá gbé ìkòkò kaná, màá da òróró sí, tí ó bá ti gbá màá da ẹyin ńà sí màá sì má fi ṣíbí ro títí tí ó má fi jiná dáadaa. 	0
Bí mo bá fẹ́ dín dòdò	Màá bó èpo lára ọ̀gẹ̀dẹ̀ náà màá sì fi ọ̀bẹ gé sí bí mo bá ṣe fé bóyá ńlá ńlá ni o àbí kékeré, màá sí gbé ìkòkò kaná pẹ̀lú òróró, màá jẹ́ kó gbóná màá sì dàsí, tí apá kan bá ti jiná màá yí sí apá kejí tí òhun náà ó fi jiná kí n tó wàá.	Màá bó èpo lára ìbẹ́pẹ náà màá sì fi ọ̀bẹ gé sí bí mo bá ṣe fé bóyá ńlá ńlá ni o àbí kékeré, màá sí gbé ìkòkò kaná pẹ̀lú òróró, màá jẹ́ kó gbóná màá sì dàsí, tí apá kan bá ti jiná màá yí sí apá kejí tí òhun náà ó fi jiná kí n tó wàá.	0
Ọ̀nà tí a má ń gbà fi ọwọ́ lọ ata ni pé	A ó kọ́kọ́ já igi ata náà, á ó sì ṣàn nú, a má gbé ọlọ àti ọmọ ọlọ jáde, a má wá bu ata díẹ̀ sí ojú ọlọ a má wá fi ọmọ ọlọ lọ̀ọ́ wá síwájú-sẹ́yìn títí a fi má lọ̀ bí a ṣe fẹ́ à ó sí kó kúrò lójú ọlọ̣.	A ó kọ́kọ́ já idí ata náà, á ó sì ṣàn nú, a má gbé ọlọ àti ọmọ ọlọ jáde, a má wá bu ata díẹ̀ sí ojú ọlọ a má wá fi ọmọ ọlọ lọ̀ọ́ wá síwájú-sẹ́yìn títí a fi má lọ̀ bí a ṣe fẹ́ à ó sí kó kúrò lójú ọlọ̣.	0
